AverageTemperature,AverageTemperatureUncertainty,City,Year,Month,Day
25.196,0.394,Acapulco,1987,1,1
25.17,0.753,Acapulco,1987,2,1
24.554,0.51,Acapulco,1987,3,1
25.18,0.802,Acapulco,1987,4,1
26.347,0.46,Acapulco,1987,5,1
28.125,0.751,Acapulco,1987,6,1
27.45,0.476,Acapulco,1987,7,1
27.894,0.575,Acapulco,1987,8,1
27.989,0.271,Acapulco,1987,9,1
27.684,1.466,Acapulco,1987,10,1
27.42,0.472,Acapulco,1987,11,1
26.793,0.407,Acapulco,1987,12,1
25.711,0.561,Acapulco,1988,1,1
25.365,0.434,Acapulco,1988,2,1
24.998,0.473,Acapulco,1988,3,1
25.133,0.577,Acapulco,1988,4,1
25.942,1.97,Acapulco,1988,5,1
26.637,1.014,Acapulco,1988,6,1
27.672,0.253,Acapulco,1988,7,1
27.125,0.403,Acapulco,1988,8,1
26.584,0.349,Acapulco,1988,9,1
27.332,0.593,Acapulco,1988,10,1
26.651,0.679,Acapulco,1988,11,1
26.0,0.38,Acapulco,1988,12,1
25.525,0.565,Acapulco,1989,1,1
25.141,0.632,Acapulco,1989,2,1
23.71,0.609,Acapulco,1989,3,1
24.148,1.327,Acapulco,1989,4,1
26.656,0.404,Acapulco,1989,5,1
27.504,0.46,Acapulco,1989,6,1
27.802,0.331,Acapulco,1989,7,1
27.463,0.421,Acapulco,1989,8,1
26.385,0.615,Acapulco,1989,9,1
26.951,0.427,Acapulco,1989,10,1
27.529,0.399,Acapulco,1989,11,1
25.779,0.48,Acapulco,1989,12,1
25.696,0.533,Acapulco,1990,1,1
25.249,0.488,Acapulco,1990,2,1
25.541,0.779,Acapulco,1990,3,1
26.414,0.575,Acapulco,1990,4,1
27.922,0.657,Acapulco,1990,5,1
27.775,0.422,Acapulco,1990,6,1
27.522,0.286,Acapulco,1990,7,1
28.041,0.425,Acapulco,1990,8,1
27.436,0.275,Acapulco,1990,9,1
27.446,0.347,Acapulco,1990,10,1
27.53,0.372,Acapulco,1990,11,1
26.489,0.524,Acapulco,1990,12,1
25.322,0.405,Acapulco,1991,1,1
25.693,0.392,Acapulco,1991,2,1
24.933,0.34,Acapulco,1991,3,1
25.268,0.315,Acapulco,1991,4,1
27.117,0.303,Acapulco,1991,5,1
27.656,0.218,Acapulco,1991,6,1
28.209,0.496,Acapulco,1991,7,1
28.208,0.379,Acapulco,1991,8,1
27.101,0.237,Acapulco,1991,9,1
27.006,0.307,Acapulco,1991,10,1
26.889,0.437,Acapulco,1991,11,1
26.424,0.448,Acapulco,1991,12,1
24.973,0.607,Acapulco,1992,1,1
23.774,0.483,Acapulco,1992,2,1
25.682,0.544,Acapulco,1992,3,1
25.859,0.843,Acapulco,1992,4,1
27.543,0.924,Acapulco,1992,5,1
28.387,0.429,Acapulco,1992,6,1
27.729,0.352,Acapulco,1992,7,1
27.723,0.39,Acapulco,1992,8,1
27.168,0.372,Acapulco,1992,9,1
26.695,0.217,Acapulco,1992,10,1
26.878,0.437,Acapulco,1992,11,1
26.409,0.734,Acapulco,1992,12,1
25.863,0.299,Acapulco,1993,1,1
25.38,0.269,Acapulco,1993,2,1
25.004,0.453,Acapulco,1993,3,1
24.646,0.336,Acapulco,1993,4,1
26.432,0.501,Acapulco,1993,5,1
27.718,0.226,Acapulco,1993,6,1
27.371,0.421,Acapulco,1993,7,1
27.59,0.226,Acapulco,1993,8,1
27.011,0.204,Acapulco,1993,9,1
27.756,0.238,Acapulco,1993,10,1
27.56,0.422,Acapulco,1993,11,1
26.36,0.375,Acapulco,1993,12,1
25.996,0.343,Acapulco,1994,1,1
25.795,0.329,Acapulco,1994,2,1
25.245,0.413,Acapulco,1994,3,1
25.046,0.52,Acapulco,1994,4,1
27.005,0.421,Acapulco,1994,5,1
27.963,0.457,Acapulco,1994,6,1
28.59,0.652,Acapulco,1994,7,1
27.545,0.453,Acapulco,1994,8,1
27.791,0.33,Acapulco,1994,9,1
27.566,0.25,Acapulco,1994,10,1
27.883,0.408,Acapulco,1994,11,1
27.389,0.439,Acapulco,1994,12,1
26.355,0.344,Acapulco,1995,1,1
26.338,0.386,Acapulco,1995,2,1
25.354,0.447,Acapulco,1995,3,1
25.04,0.404,Acapulco,1995,4,1
26.987,0.503,Acapulco,1995,5,1
27.976,0.503,Acapulco,1995,6,1
28.241,0.719,Acapulco,1995,7,1
27.34,0.301,Acapulco,1995,8,1
27.636,0.322,Acapulco,1995,9,1
27.576,0.231,Acapulco,1995,10,1
27.674,0.309,Acapulco,1995,11,1
26.312,0.316,Acapulco,1995,12,1
24.726,0.392,Acapulco,1996,1,1
24.938,0.494,Acapulco,1996,2,1
24.272,0.331,Acapulco,1996,3,1
24.722,0.429,Acapulco,1996,4,1
27.321,0.259,Acapulco,1996,5,1
27.211,0.409,Acapulco,1996,6,1
27.604,0.355,Acapulco,1996,7,1
27.37,0.366,Acapulco,1996,8,1
28.037,0.415,Acapulco,1996,9,1
27.163,0.321,Acapulco,1996,10,1
27.205,0.293,Acapulco,1996,11,1
26.245,0.3,Acapulco,1996,12,1
25.152,0.355,Acapulco,1997,1,1
25.591,0.414,Acapulco,1997,2,1
25.701,0.467,Acapulco,1997,3,1
25.405,0.477,Acapulco,1997,4,1
27.183,0.445,Acapulco,1997,5,1
28.173,0.426,Acapulco,1997,6,1
28.748,0.41,Acapulco,1997,7,1
28.749,0.355,Acapulco,1997,8,1
27.642,0.291,Acapulco,1997,9,1
26.923,0.318,Acapulco,1997,10,1
27.588,0.308,Acapulco,1997,11,1
26.558,0.415,Acapulco,1997,12,1
25.125,0.408,Acapulco,1998,1,1
24.414,0.377,Acapulco,1998,2,1
25.437,0.378,Acapulco,1998,3,1
25.667,0.69,Acapulco,1998,4,1
26.554,0.841,Acapulco,1998,5,1
28.958,0.332,Acapulco,1998,6,1
28.029,0.343,Acapulco,1998,7,1
28.307,0.385,Acapulco,1998,8,1
26.882,0.466,Acapulco,1998,9,1
27.839,0.366,Acapulco,1998,10,1
27.802,0.354,Acapulco,1998,11,1
26.67,0.553,Acapulco,1998,12,1
24.954,0.581,Acapulco,1999,1,1
25.304,0.853,Acapulco,1999,2,1
24.614,0.524,Acapulco,1999,3,1
24.877,0.887,Acapulco,1999,4,1
27.02,0.355,Acapulco,1999,5,1
27.729,0.362,Acapulco,1999,6,1
27.563,0.365,Acapulco,1999,7,1
27.469,0.256,Acapulco,1999,8,1
26.856,0.519,Acapulco,1999,9,1
26.641,0.292,Acapulco,1999,10,1
26.403,0.512,Acapulco,1999,11,1
24.892,0.581,Acapulco,1999,12,1
24.78,0.469,Acapulco,2000,1,1
25.123,0.734,Acapulco,2000,2,1
24.392,0.77,Acapulco,2000,3,1
24.742,0.758,Acapulco,2000,4,1
26.188,0.31,Acapulco,2000,5,1
27.215,0.385,Acapulco,2000,6,1
28.012,0.414,Acapulco,2000,7,1
27.698,0.469,Acapulco,2000,8,1
26.819,0.278,Acapulco,2000,9,1
27.62,0.446,Acapulco,2000,10,1
27.486,0.404,Acapulco,2000,11,1
26.434,0.323,Acapulco,2000,12,1
25.886,0.33,Acapulco,2001,1,1
25.863,0.542,Acapulco,2001,2,1
24.099,0.394,Acapulco,2001,3,1
24.615,0.757,Acapulco,2001,4,1
26.294,0.453,Acapulco,2001,5,1
27.598,0.368,Acapulco,2001,6,1
28.006,0.346,Acapulco,2001,7,1
28.487,0.609,Acapulco,2001,8,1
27.036,0.539,Acapulco,2001,9,1
27.734,0.694,Acapulco,2001,10,1
26.848,0.425,Acapulco,2001,11,1
26.314,0.474,Acapulco,2001,12,1
25.615,0.798,Acapulco,2002,1,1
25.944,0.49,Acapulco,2002,2,1
25.961,0.658,Acapulco,2002,3,1
26.366,0.459,Acapulco,2002,4,1
27.563,0.61,Acapulco,2002,5,1
27.548,0.308,Acapulco,2002,6,1
27.899,0.513,Acapulco,2002,7,1
28.012,0.353,Acapulco,2002,8,1
27.138,0.412,Acapulco,2002,9,1
27.96,0.39,Acapulco,2002,10,1
26.671,0.43,Acapulco,2002,11,1
26.278,0.453,Acapulco,2002,12,1
26.226,0.658,Acapulco,2003,1,1
25.758,0.536,Acapulco,2003,2,1
24.233,0.615,Acapulco,2003,3,1
26.064,0.476,Acapulco,2003,4,1
27.346,0.491,Acapulco,2003,5,1
27.063,0.446,Acapulco,2003,6,1
28.266,0.604,Acapulco,2003,7,1
27.958,0.443,Acapulco,2003,8,1
27.611,0.372,Acapulco,2003,9,1
27.661,0.567,Acapulco,2003,10,1
28.307,0.594,Acapulco,2003,11,1
26.163,0.829,Acapulco,2003,12,1
25.182,0.876,Acapulco,2004,1,1
25.214,0.602,Acapulco,2004,2,1
26.532,0.658,Acapulco,2004,3,1
25.996,0.565,Acapulco,2004,4,1
27.54,0.49,Acapulco,2004,5,1
27.798,0.71,Acapulco,2004,6,1
28.012,0.361,Acapulco,2004,7,1
28.405,0.338,Acapulco,2004,8,1
27.549,0.589,Acapulco,2004,9,1
27.59,0.32,Acapulco,2004,10,1
27.617,0.296,Acapulco,2004,11,1
26.375,0.405,Acapulco,2004,12,1
26.283,0.473,Acapulco,2005,1,1
26.287,0.381,Acapulco,2005,2,1
24.379,0.486,Acapulco,2005,3,1
26.225,0.345,Acapulco,2005,4,1
27.075,0.42,Acapulco,2005,5,1
27.962,0.73,Acapulco,2005,6,1
28.111,0.342,Acapulco,2005,7,1
27.938,0.327,Acapulco,2005,8,1
27.824,0.352,Acapulco,2005,9,1
26.987,0.525,Acapulco,2005,10,1
26.955,0.567,Acapulco,2005,11,1
26.269,0.397,Acapulco,2005,12,1
25.751,0.359,Acapulco,2006,1,1
25.571,0.407,Acapulco,2006,2,1
25.281,0.503,Acapulco,2006,3,1
25.882,0.574,Acapulco,2006,4,1
26.935,0.485,Acapulco,2006,5,1
27.691,0.41,Acapulco,2006,6,1
28.224,0.479,Acapulco,2006,7,1
28.302,0.663,Acapulco,2006,8,1
27.532,0.361,Acapulco,2006,9,1
27.561,0.219,Acapulco,2006,10,1
26.661,0.43,Acapulco,2006,11,1
26.033,0.532,Acapulco,2006,12,1
26.213,0.356,Acapulco,2007,1,1
25.487,0.338,Acapulco,2007,2,1
25.597,0.404,Acapulco,2007,3,1
25.719,0.541,Acapulco,2007,4,1
26.926,0.411,Acapulco,2007,5,1
28.255,0.498,Acapulco,2007,6,1
28.021,0.409,Acapulco,2007,7,1
27.524,0.343,Acapulco,2007,8,1
27.448,0.677,Acapulco,2007,9,1
27.268,0.433,Acapulco,2007,10,1
26.892,0.63,Acapulco,2007,11,1
25.965,0.565,Acapulco,2007,12,1
25.27,0.443,Acapulco,2008,1,1
24.475,0.823,Acapulco,2008,2,1
24.434,0.684,Acapulco,2008,3,1
25.753,0.331,Acapulco,2008,4,1
27.015,0.385,Acapulco,2008,5,1
27.512,0.423,Acapulco,2008,6,1
27.171,0.274,Acapulco,2008,7,1
27.51,0.345,Acapulco,2008,8,1
27.356,0.747,Acapulco,2008,9,1
27.344,0.333,Acapulco,2008,10,1
26.775,0.458,Acapulco,2008,11,1
25.541,0.464,Acapulco,2008,12,1
26.038,0.553,Acapulco,2009,1,1
25.98,0.748,Acapulco,2009,2,1
25.567,0.781,Acapulco,2009,3,1
25.574,0.513,Acapulco,2009,4,1
27.243,0.601,Acapulco,2009,5,1
28.152,0.474,Acapulco,2009,6,1
28.598,0.532,Acapulco,2009,7,1
28.53,0.482,Acapulco,2009,8,1
27.848,0.318,Acapulco,2009,9,1
27.809,0.318,Acapulco,2009,10,1
27.218,0.485,Acapulco,2009,11,1
26.47,0.363,Acapulco,2009,12,1
25.713,0.414,Acapulco,2010,1,1
24.99,0.471,Acapulco,2010,2,1
25.386,0.613,Acapulco,2010,3,1
25.624,0.733,Acapulco,2010,4,1
27.434,0.973,Acapulco,2010,5,1
28.44,0.811,Acapulco,2010,6,1
27.912,0.509,Acapulco,2010,7,1
27.703,0.327,Acapulco,2010,8,1
27.224,0.36,Acapulco,2010,9,1
27.852,0.435,Acapulco,2010,10,1
26.581,0.567,Acapulco,2010,11,1
25.19,0.643,Acapulco,2010,12,1
25.306,0.61,Acapulco,2011,1,1
25.386,0.488,Acapulco,2011,2,1
25.156,0.639,Acapulco,2011,3,1
26.169,0.644,Acapulco,2011,4,1
28.467,0.476,Acapulco,2011,5,1
28.486,0.448,Acapulco,2011,6,1
27.619,0.275,Acapulco,2011,7,1
28.004,0.38,Acapulco,2011,8,1
27.803,0.343,Acapulco,2011,9,1
27.422,0.31,Acapulco,2011,10,1
27.189,0.526,Acapulco,2011,11,1
26.13,0.546,Acapulco,2011,12,1
25.62,0.504,Acapulco,2012,1,1
25.367,0.388,Acapulco,2012,2,1
25.437,0.42,Acapulco,2012,3,1
24.83,1.466,Acapulco,2012,4,1
27.455,0.493,Acapulco,2012,5,1
27.931,0.589,Acapulco,2012,6,1
27.896,0.593,Acapulco,2012,7,1
27.69,0.446,Acapulco,2012,8,1
27.825,0.359,Acapulco,2012,9,1
27.981,0.411,Acapulco,2012,10,1
27.092,0.7,Acapulco,2012,11,1
26.73,0.785,Acapulco,2012,12,1
26.085,0.482,Acapulco,2013,1,1
25.745,0.767,Acapulco,2013,2,1
25.125,0.993,Acapulco,2013,3,1
25.61,0.735,Acapulco,2013,4,1
26.628,0.929,Acapulco,2013,5,1
28.092,0.394,Acapulco,2013,6,1
27.885,0.383,Acapulco,2013,7,1
27.725,0.411,Acapulco,2013,8,1
28.51,1.204,Acapulco,2013,9,1
28.122,2.124,Acuña,1823,6,1
28.983,1.795,Acuña,1823,7,1
27.885,1.897,Acuña,1823,8,1
23.527,2.046,Acuña,1823,9,1
28.27,2.157,Acuña,1824,8,1
9.647,2.833,Acuña,1825,1,1
11.981,2.324,Acuña,1825,2,1
15.871,2.774,Acuña,1825,3,1
20.933,2.91,Acuña,1825,4,1
24.142,1.765,Acuña,1825,5,1
27.787,1.794,Acuña,1825,6,1
28.798,2.236,Acuña,1825,7,1
28.094,2.289,Acuña,1825,8,1
24.856,1.881,Acuña,1825,9,1
18.995,2.478,Acuña,1825,10,1
14.86,2.691,Acuña,1825,11,1
8.719,2.255,Acuña,1825,12,1
8.155,2.411,Acuña,1826,1,1
10.154,2.637,Acuña,1826,2,1
15.847,2.66,Acuña,1826,3,1
20.165,2.842,Acuña,1826,4,1
25.139,1.88,Acuña,1826,5,1
27.207,2.396,Acuña,1826,6,1
29.076,1.783,Acuña,1826,7,1
27.42,1.906,Acuña,1826,8,1
23.954,2.059,Acuña,1826,9,1
19.398,2.631,Acuña,1826,10,1
14.196,2.009,Acuña,1826,11,1
10.338,2.923,Acuña,1826,12,1
9.807,3.458,Acuña,1827,1,1
13.316,2.376,Acuña,1827,2,1
16.892,2.677,Acuña,1827,3,1
20.713,3.372,Acuña,1827,4,1
24.82,2.984,Acuña,1827,5,1
27.898,2.33,Acuña,1827,6,1
29.525,1.957,Acuña,1827,7,1
28.653,1.921,Acuña,1827,8,1
24.529,1.842,Acuña,1827,9,1
19.052,1.924,Acuña,1827,10,1
14.464,2.115,Acuña,1827,11,1
8.757,2.928,Acuña,1827,12,1
7.64,2.986,Acuña,1828,1,1
10.406,3.054,Acuña,1828,2,1
15.489,2.759,Acuña,1828,3,1
19.785,2.736,Acuña,1828,4,1
24.23,2.601,Acuña,1828,5,1
28.415,2.28,Acuña,1828,6,1
29.498,1.826,Acuña,1828,7,1
28.451,1.887,Acuña,1828,8,1
23.43,1.812,Acuña,1828,9,1
19.525,1.846,Acuña,1828,10,1
14.093,2.165,Acuña,1828,11,1
10.266,2.927,Acuña,1828,12,1
9.003,2.425,Acuña,1829,1,1
9.561,2.6,Acuña,1829,2,1
14.889,2.362,Acuña,1829,3,1
19.534,2.013,Acuña,1829,4,1
24.845,2.872,Acuña,1829,5,1
27.608,2.227,Acuña,1829,6,1
29.333,1.989,Acuña,1829,7,1
28.461,1.955,Acuña,1829,8,1
24.264,2.043,Acuña,1829,9,1
19.912,2.123,Acuña,1829,10,1
12.297,2.929,Acuña,1829,11,1
9.442,3.654,Acuña,1829,12,1
9.645,3.162,Acuña,1830,1,1
12.653,2.395,Acuña,1830,2,1
15.277,2.301,Acuña,1830,3,1
20.318,2.219,Acuña,1830,4,1
23.714,1.884,Acuña,1830,5,1
27.388,2.439,Acuña,1830,6,1
30.24,1.836,Acuña,1830,7,1
28.418,2.048,Acuña,1830,8,1
24.017,2.267,Acuña,1830,9,1
19.294,2.409,Acuña,1830,10,1
15.616,2.556,Acuña,1830,11,1
9.958,2.978,Acuña,1830,12,1
7.495,3.233,Acuña,1831,1,1
9.998,4.253,Acuña,1831,2,1
14.988,3.276,Acuña,1831,3,1
19.246,2.102,Acuña,1831,4,1
23.944,2.569,Acuña,1831,5,1
27.384,2.458,Acuña,1831,6,1
28.575,1.854,Acuña,1831,7,1
27.292,1.996,Acuña,1831,8,1
23.114,2.084,Acuña,1831,9,1
18.705,2.031,Acuña,1831,10,1
12.154,4.001,Acuña,1831,11,1
7.704,3.271,Acuña,1831,12,1
8.549,2.69,Acuña,1832,1,1
10.587,2.96,Acuña,1832,2,1
15.85,2.325,Acuña,1832,3,1
20.501,2.736,Acuña,1832,4,1
23.596,2.121,Acuña,1832,5,1
27.348,1.964,Acuña,1832,6,1
28.73,2.321,Acuña,1832,7,1
26.537,2.106,Acuña,1832,8,1
23.89,2.276,Acuña,1832,9,1
19.529,2.17,Acuña,1832,10,1
12.605,2.065,Acuña,1832,11,1
8.563,3.115,Acuña,1832,12,1
9.525,2.875,Acuña,1833,1,1
11.868,2.49,Acuña,1833,2,1
15.298,2.617,Acuña,1833,3,1
19.791,2.172,Acuña,1833,4,1
23.798,2.043,Acuña,1833,5,1
27.284,2.029,Acuña,1833,6,1
28.736,1.772,Acuña,1833,7,1
28.139,1.897,Acuña,1833,8,1
25.003,1.911,Acuña,1833,9,1
18.24,1.985,Acuña,1833,10,1
15.094,2.077,Acuña,1833,11,1
9.944,2.354,Acuña,1833,12,1
12.131,2.428,Acuña,1834,2,1
16.11,2.648,Acuña,1834,3,1
20.236,2.397,Acuña,1834,4,1
24.666,2.054,Acuña,1834,5,1
27.193,2.544,Acuña,1834,6,1
29.182,1.928,Acuña,1834,7,1
28.411,1.836,Acuña,1834,8,1
24.776,2.596,Acuña,1834,9,1
19.585,2.022,Acuña,1834,10,1
14.81,2.229,Acuña,1834,11,1
10.041,2.339,Acuña,1834,12,1
9.745,2.171,Acuña,1835,1,1
8.456,2.522,Acuña,1835,2,1
13.72,2.664,Acuña,1835,3,1
18.976,2.904,Acuña,1835,4,1
23.396,1.994,Acuña,1835,5,1
26.46,2.383,Acuña,1835,6,1
27.153,2.357,Acuña,1835,7,1
26.66,1.625,Acuña,1835,8,1
22.789,2.674,Acuña,1835,9,1
17.458,1.608,Acuña,1835,10,1
10.655,2.65,Acuña,1835,11,1
7.94,2.2,Acuña,1835,12,1
8.588,1.901,Acuña,1836,1,1
11.066,2.3,Acuña,1836,2,1
14.128,1.891,Acuña,1836,3,1
19.841,1.66,Acuña,1836,4,1
23.239,1.924,Acuña,1836,5,1
26.104,2.088,Acuña,1836,6,1
27.932,2.216,Acuña,1836,7,1
27.13,1.957,Acuña,1836,8,1
24.014,2.493,Acuña,1836,9,1
17.479,4.048,Acuña,1836,10,1
11.433,2.238,Acuña,1836,11,1
7.82,2.477,Acuña,1836,12,1
8.783,2.423,Acuña,1837,1,1
11.128,2.125,Acuña,1837,2,1
14.0,2.137,Acuña,1837,3,1
17.661,1.865,Acuña,1837,4,1
22.587,1.835,Acuña,1837,5,1
26.628,2.196,Acuña,1837,6,1
28.895,1.874,Acuña,1837,7,1
28.204,1.741,Acuña,1837,8,1
24.112,1.677,Acuña,1837,9,1
18.497,2.33,Acuña,1837,10,1
14.216,2.211,Acuña,1837,11,1
9.17,3.742,Acuña,1837,12,1
6.678,3.142,Acuña,1838,1,1
6.889,2.226,Acuña,1838,2,1
15.244,2.227,Acuña,1838,3,1
20.38,1.942,Acuña,1838,4,1
22.08,1.563,Acuña,1838,5,1
27.586,1.875,Acuña,1838,6,1
28.922,2.909,Acuña,1838,7,1
28.002,2.651,Acuña,1838,8,1
23.9,1.804,Acuña,1838,9,1
17.885,3.149,Acuña,1838,10,1
11.235,2.816,Acuña,1838,11,1
7.574,2.454,Acuña,1838,12,1
9.72,2.108,Acuña,1839,1,1
10.663,2.391,Acuña,1839,2,1
13.977,1.958,Acuña,1839,3,1
21.718,2.32,Acuña,1839,4,1
23.777,1.478,Acuña,1839,5,1
27.247,1.844,Acuña,1839,6,1
28.835,2.961,Acuña,1839,7,1
27.75,2.401,Acuña,1839,8,1
24.2,1.934,Acuña,1839,9,1
19.609,2.144,Acuña,1839,10,1
10.797,2.557,Acuña,1839,11,1
6.782,2.098,Acuña,1839,12,1
8.813,2.136,Acuña,1840,1,1
11.551,3.361,Acuña,1840,2,1
15.664,2.58,Acuña,1840,3,1
20.183,2.58,Acuña,1840,4,1
23.266,2.19,Acuña,1840,5,1
27.491,1.825,Acuña,1840,6,1
28.532,1.669,Acuña,1840,7,1
27.718,1.747,Acuña,1840,8,1
23.906,1.791,Acuña,1840,9,1
18.129,1.93,Acuña,1840,10,1
11.48,3.206,Acuña,1840,11,1
8.893,2.113,Acuña,1840,12,1
7.177,2.482,Acuña,1841,1,1
10.839,2.132,Acuña,1841,2,1
14.716,3.189,Acuña,1841,3,1
20.12,2.287,Acuña,1841,4,1
24.07,1.56,Acuña,1841,5,1
27.101,1.69,Acuña,1841,6,1
29.563,1.717,Acuña,1841,7,1
27.817,1.672,Acuña,1841,8,1
24.008,1.675,Acuña,1841,9,1
18.737,1.787,Acuña,1841,10,1
12.813,1.801,Acuña,1841,11,1
9.424,2.22,Acuña,1841,12,1
9.7,2.341,Acuña,1842,1,1
11.352,2.331,Acuña,1842,2,1
18.346,2.453,Acuña,1842,3,1
20.632,2.312,Acuña,1842,4,1
24.215,1.684,Acuña,1842,5,1
26.932,1.69,Acuña,1842,6,1
27.685,1.668,Acuña,1842,7,1
27.002,1.82,Acuña,1842,8,1
24.379,1.657,Acuña,1842,9,1
19.044,1.65,Acuña,1842,10,1
11.543,2.238,Acuña,1842,11,1
8.95,2.229,Acuña,1842,12,1
9.788,2.104,Acuña,1843,1,1
10.799,2.062,Acuña,1843,2,1
14.403,2.823,Acuña,1843,3,1
20.194,2.085,Acuña,1843,4,1
23.814,1.675,Acuña,1843,5,1
26.695,1.775,Acuña,1843,6,1
28.029,1.575,Acuña,1843,7,1
27.111,2.029,Acuña,1843,8,1
24.983,1.547,Acuña,1843,9,1
17.968,1.836,Acuña,1843,10,1
13.93,1.915,Acuña,1843,11,1
10.203,2.653,Acuña,1843,12,1
9.605,2.033,Acuña,1844,1,1
11.991,2.038,Acuña,1844,2,1
15.314,2.287,Acuña,1844,3,1
20.558,1.824,Acuña,1844,4,1
23.663,1.478,Acuña,1844,5,1
26.709,1.52,Acuña,1844,6,1
28.838,1.44,Acuña,1844,7,1
27.492,2.321,Acuña,1844,8,1
23.614,1.754,Acuña,1844,9,1
18.88,1.488,Acuña,1844,10,1
12.707,1.84,Acuña,1844,11,1
8.001,1.99,Acuña,1844,12,1
10.281,2.179,Acuña,1845,1,1
11.539,2.997,Acuña,1845,2,1
15.164,2.132,Acuña,1845,3,1
20.458,1.978,Acuña,1845,4,1
23.759,1.703,Acuña,1845,5,1
26.93,1.852,Acuña,1845,6,1
28.691,1.537,Acuña,1845,7,1
27.813,1.528,Acuña,1845,8,1
24.725,1.684,Acuña,1845,9,1
17.851,1.911,Acuña,1845,10,1
12.334,2.115,Acuña,1845,11,1
6.745,2.632,Acuña,1845,12,1
9.913,2.635,Acuña,1846,1,1
10.868,2.375,Acuña,1846,2,1
16.635,2.295,Acuña,1846,3,1
19.216,2.149,Acuña,1846,4,1
24.444,1.904,Acuña,1846,5,1
27.005,2.05,Acuña,1846,6,1
29.111,1.942,Acuña,1846,7,1
27.69,1.724,Acuña,1846,8,1
25.236,2.162,Acuña,1846,9,1
18.576,1.637,Acuña,1846,10,1
13.904,2.19,Acuña,1846,11,1
11.13,1.851,Acuña,1846,12,1
7.033,4.598,Acuña,1847,1,1
11.272,2.021,Acuña,1847,2,1
13.531,2.708,Acuña,1847,3,1
20.787,1.903,Acuña,1847,4,1
22.974,1.701,Acuña,1847,5,1
26.873,1.955,Acuña,1847,6,1
28.25,1.721,Acuña,1847,7,1
27.401,1.71,Acuña,1847,8,1
24.489,1.656,Acuña,1847,9,1
19.147,1.611,Acuña,1847,10,1
12.952,1.892,Acuña,1847,11,1
8.229,2.343,Acuña,1847,12,1
8.796,2.381,Acuña,1848,1,1
12.473,2.265,Acuña,1848,2,1
15.332,2.029,Acuña,1848,3,1
19.156,2.033,Acuña,1848,4,1
24.146,1.885,Acuña,1848,5,1
26.468,1.875,Acuña,1848,6,1
28.318,2.057,Acuña,1848,7,1
27.899,1.803,Acuña,1848,8,1
23.713,1.91,Acuña,1848,9,1
19.409,1.85,Acuña,1848,10,1
11.222,2.335,Acuña,1848,11,1
7.809,3.016,Acuña,1848,12,1
9.246,3.01,Acuña,1849,1,1
10.852,1.983,Acuña,1849,2,1
16.667,1.99,Acuña,1849,3,1
20.533,2.473,Acuña,1849,4,1
23.063,1.52,Acuña,1849,5,1
28.199,2.071,Acuña,1849,6,1
28.762,1.283,Acuña,1849,7,1
28.783,1.568,Acuña,1849,8,1
25.64,1.172,Acuña,1849,9,1
17.158,2.514,Acuña,1849,10,1
13.356,1.881,Acuña,1849,11,1
8.841,1.591,Acuña,1849,12,1
11.016,3.165,Acuña,1850,1,1
11.268,2.351,Acuña,1850,2,1
15.428,2.866,Acuña,1850,3,1
18.391,2.674,Acuña,1850,4,1
21.972,1.915,Acuña,1850,5,1
26.246,1.037,Acuña,1850,6,1
28.379,1.527,Acuña,1850,7,1
29.535,1.747,Acuña,1850,8,1
26.432,0.841,Acuña,1850,9,1
20.167,1.076,Acuña,1850,10,1
13.265,2.489,Acuña,1850,11,1
6.084,1.638,Acuña,1850,12,1
9.373,2.32,Acuña,1851,1,1
10.696,2.151,Acuña,1851,2,1
15.22,1.225,Acuña,1851,3,1
19.965,1.72,Acuña,1851,4,1
25.06,0.974,Acuña,1851,5,1
28.393,0.949,Acuña,1851,6,1
28.901,1.806,Acuña,1851,7,1
29.292,1.883,Acuña,1851,8,1
25.898,0.936,Acuña,1851,9,1
19.334,3.129,Acuña,1851,10,1
12.022,2.885,Acuña,1851,11,1
8.38,3.553,Acuña,1851,12,1
5.772,2.658,Acuña,1852,1,1
13.605,3.398,Acuña,1852,2,1
15.565,2.223,Acuña,1852,3,1
19.314,3.641,Acuña,1852,4,1
24.966,3.158,Acuña,1852,5,1
27.322,1.739,Acuña,1852,6,1
28.458,1.864,Acuña,1852,7,1
28.669,3.957,Acuña,1852,8,1
24.411,1.248,Acuña,1852,9,1
18.665,2.315,Acuña,1852,10,1
11.321,2.238,Acuña,1852,11,1
9.157,1.497,Acuña,1852,12,1
7.208,1.789,Acuña,1853,1,1
8.906,1.423,Acuña,1853,2,1
13.842,1.662,Acuña,1853,3,1
20.584,1.186,Acuña,1853,4,1
24.278,0.928,Acuña,1853,5,1
26.624,2.197,Acuña,1853,6,1
28.586,0.765,Acuña,1853,7,1
26.893,2.34,Acuña,1853,8,1
24.723,1.602,Acuña,1853,9,1
17.646,1.69,Acuña,1853,10,1
13.937,1.687,Acuña,1853,11,1
8.59,2.758,Acuña,1853,12,1
7.571,2.458,Acuña,1854,1,1
11.425,1.174,Acuña,1854,2,1
17.262,1.725,Acuña,1854,3,1
19.548,1.161,Acuña,1854,4,1
23.442,0.577,Acuña,1854,5,1
26.973,2.328,Acuña,1854,6,1
28.071,1.916,Acuña,1854,7,1
27.759,1.349,Acuña,1854,8,1
25.016,0.979,Acuña,1854,9,1
