AverageTemperature,AverageTemperatureUncertainty,City,Year,Month,Day
12.93,0.274,Acuña,1938,11,1
9.716,0.239,Acuña,1938,12,1
10.152,0.13,Acuña,1939,1,1
9.807,0.506,Acuña,1939,2,1
17.383,0.425,Acuña,1939,3,1
20.831,0.214,Acuña,1939,4,1
25.41,0.273,Acuña,1939,5,1
28.72,0.28,Acuña,1939,6,1
29.323,0.224,Acuña,1939,7,1
27.62,0.265,Acuña,1939,8,1
26.323,0.176,Acuña,1939,9,1
20.855,0.227,Acuña,1939,10,1
12.096,0.29,Acuña,1939,11,1
11.03,0.247,Acuña,1939,12,1
5.268,0.294,Acuña,1940,1,1
11.013,0.216,Acuña,1940,2,1
16.308,0.254,Acuña,1940,3,1
19.829,0.198,Acuña,1940,4,1
23.623,0.194,Acuña,1940,5,1
25.649,0.24,Acuña,1940,6,1
28.254,0.26,Acuña,1940,7,1
28.053,0.253,Acuña,1940,8,1
24.998,0.248,Acuña,1940,9,1
20.284,0.257,Acuña,1940,10,1
12.48,0.286,Acuña,1940,11,1
10.731,0.389,Acuña,1940,12,1
10.03,0.31,Acuña,1941,1,1
10.78,0.372,Acuña,1941,2,1
12.506,0.326,Acuña,1941,3,1
19.406,0.435,Acuña,1941,4,1
23.588,0.166,Acuña,1941,5,1
26.084,0.313,Acuña,1941,6,1
28.116,0.363,Acuña,1941,7,1
28.59,0.342,Acuña,1941,8,1
25.77,0.481,Acuña,1941,9,1
22.025,0.517,Acuña,1941,10,1
13.604,0.202,Acuña,1941,11,1
10.026,0.246,Acuña,1941,12,1
7.995,0.17,Acuña,1942,1,1
10.351,0.229,Acuña,1942,2,1
14.66,0.385,Acuña,1942,3,1
20.276,0.251,Acuña,1942,4,1
24.039,0.361,Acuña,1942,5,1
28.27,0.231,Acuña,1942,6,1
28.32,0.445,Acuña,1942,7,1
28.232,0.396,Acuña,1942,8,1
23.409,0.319,Acuña,1942,9,1
19.685,0.368,Acuña,1942,10,1
15.694,0.471,Acuña,1942,11,1
10.558,0.474,Acuña,1942,12,1
8.814,0.412,Acuña,1943,1,1
13.235,0.393,Acuña,1943,2,1
14.948,0.489,Acuña,1943,3,1
22.073,0.169,Acuña,1943,4,1
24.954,0.355,Acuña,1943,5,1
27.679,0.309,Acuña,1943,6,1
29.103,0.409,Acuña,1943,7,1
30.932,0.234,Acuña,1943,8,1
24.374,0.294,Acuña,1943,9,1
18.773,0.152,Acuña,1943,10,1
13.039,0.259,Acuña,1943,11,1
7.919,0.184,Acuña,1943,12,1
8.113,0.248,Acuña,1944,1,1
13.008,0.249,Acuña,1944,2,1
15.37,0.333,Acuña,1944,3,1
20.147,0.337,Acuña,1944,4,1
23.526,0.26,Acuña,1944,5,1
27.916,0.258,Acuña,1944,6,1
29.965,0.547,Acuña,1944,7,1
28.874,0.298,Acuña,1944,8,1
24.504,0.29,Acuña,1944,9,1
19.63,0.229,Acuña,1944,10,1
13.863,0.207,Acuña,1944,11,1
7.718,0.352,Acuña,1944,12,1
9.738,0.5,Acuña,1945,1,1
12.333,0.47,Acuña,1945,2,1
17.644,0.145,Acuña,1945,3,1
19.353,0.372,Acuña,1945,4,1
25.021,0.362,Acuña,1945,5,1
28.333,0.385,Acuña,1945,6,1
28.484,0.598,Acuña,1945,7,1
29.353,0.395,Acuña,1945,8,1
26.564,0.35,Acuña,1945,9,1
18.808,0.284,Acuña,1945,10,1
15.329,0.326,Acuña,1945,11,1
8.647,0.239,Acuña,1945,12,1
7.397,0.342,Acuña,1946,1,1
11.8,0.335,Acuña,1946,2,1
17.008,0.371,Acuña,1946,3,1
21.979,0.141,Acuña,1946,4,1
24.084,0.189,Acuña,1946,5,1
26.99,0.29,Acuña,1946,6,1
29.234,0.379,Acuña,1946,7,1
29.361,0.407,Acuña,1946,8,1
26.256,0.502,Acuña,1946,9,1
21.449,0.285,Acuña,1946,10,1
13.98,0.318,Acuña,1946,11,1
10.948,0.235,Acuña,1946,12,1
6.629,0.394,Acuña,1947,1,1
8.525,0.267,Acuña,1947,2,1
13.636,0.608,Acuña,1947,3,1
19.506,0.237,Acuña,1947,4,1
24.366,0.308,Acuña,1947,5,1
28.053,0.321,Acuña,1947,6,1
28.949,0.304,Acuña,1947,7,1
27.623,0.288,Acuña,1947,8,1
26.025,0.162,Acuña,1947,9,1
23.212,0.431,Acuña,1947,10,1
12.772,0.392,Acuña,1947,11,1
9.345,0.693,Acuña,1947,12,1
6.136,0.57,Acuña,1948,1,1
11.059,0.364,Acuña,1948,2,1
15.048,0.565,Acuña,1948,3,1
22.728,0.272,Acuña,1948,4,1
25.89,0.218,Acuña,1948,5,1
29.058,0.242,Acuña,1948,6,1
28.808,0.325,Acuña,1948,7,1
29.499,0.311,Acuña,1948,8,1
24.663,0.552,Acuña,1948,9,1
19.251,0.257,Acuña,1948,10,1
12.455,0.475,Acuña,1948,11,1
11.968,0.258,Acuña,1948,12,1
5.899,0.433,Acuña,1949,1,1
12.476,0.438,Acuña,1949,2,1
16.15,0.429,Acuña,1949,3,1
17.702,0.283,Acuña,1949,4,1
24.893,0.201,Acuña,1949,5,1
27.527,0.232,Acuña,1949,6,1
28.639,0.183,Acuña,1949,7,1
27.322,0.155,Acuña,1949,8,1
25.615,0.346,Acuña,1949,9,1
19.252,0.24,Acuña,1949,10,1
15.018,0.305,Acuña,1949,11,1
10.638,0.45,Acuña,1949,12,1
12.823,0.444,Acuña,1950,1,1
13.617,0.184,Acuña,1950,2,1
16.067,0.22,Acuña,1950,3,1
20.297,0.299,Acuña,1950,4,1
24.937,0.226,Acuña,1950,5,1
27.237,0.344,Acuña,1950,6,1
28.388,0.314,Acuña,1950,7,1
28.079,0.272,Acuña,1950,8,1
25.805,0.247,Acuña,1950,9,1
21.859,0.366,Acuña,1950,10,1
14.052,0.323,Acuña,1950,11,1
9.839,0.432,Acuña,1950,12,1
8.67,0.408,Acuña,1951,1,1
11.5,0.358,Acuña,1951,2,1
15.859,0.282,Acuña,1951,3,1
19.878,0.338,Acuña,1951,4,1
24.737,0.233,Acuña,1951,5,1
28.467,0.339,Acuña,1951,6,1
30.363,0.213,Acuña,1951,7,1
30.27,0.29,Acuña,1951,8,1
26.725,0.345,Acuña,1951,9,1
21.856,0.236,Acuña,1951,10,1
13.051,0.401,Acuña,1951,11,1
11.233,0.255,Acuña,1951,12,1
13.065,0.152,Acuña,1952,1,1
12.795,0.195,Acuña,1952,2,1
14.653,0.21,Acuña,1952,3,1
18.977,0.153,Acuña,1952,4,1
23.717,0.447,Acuña,1952,5,1
28.322,0.396,Acuña,1952,6,1
28.804,0.262,Acuña,1952,7,1
30.973,0.265,Acuña,1952,8,1
25.736,0.37,Acuña,1952,9,1
18.789,0.266,Acuña,1952,10,1
12.941,0.257,Acuña,1952,11,1
9.046,0.141,Acuña,1952,12,1
11.909,0.288,Acuña,1953,1,1
11.532,0.189,Acuña,1953,2,1
18.596,0.327,Acuña,1953,3,1
20.683,0.391,Acuña,1953,4,1
24.872,0.459,Acuña,1953,5,1
30.733,0.373,Acuña,1953,6,1
30.488,0.349,Acuña,1953,7,1
28.865,0.187,Acuña,1953,8,1
25.188,0.4,Acuña,1953,9,1
19.906,0.442,Acuña,1953,10,1
13.364,0.318,Acuña,1953,11,1
7.194,0.429,Acuña,1953,12,1
10.739,0.237,Acuña,1954,1,1
14.336,0.274,Acuña,1954,2,1
15.764,0.424,Acuña,1954,3,1
21.996,0.348,Acuña,1954,4,1
23.512,0.211,Acuña,1954,5,1
27.83,0.401,Acuña,1954,6,1
29.148,0.284,Acuña,1954,7,1
29.172,0.3,Acuña,1954,8,1
27.306,0.437,Acuña,1954,9,1
20.953,0.323,Acuña,1954,10,1
13.957,0.2,Acuña,1954,11,1
11.035,0.316,Acuña,1954,12,1
8.662,0.295,Acuña,1955,1,1
11.077,0.182,Acuña,1955,2,1
16.639,0.176,Acuña,1955,3,1
22.194,0.28,Acuña,1955,4,1
25.327,0.354,Acuña,1955,5,1
27.601,0.165,Acuña,1955,6,1
28.241,0.289,Acuña,1955,7,1
28.293,0.31,Acuña,1955,8,1
26.092,0.304,Acuña,1955,9,1
20.155,0.336,Acuña,1955,10,1
13.461,0.199,Acuña,1955,11,1
10.355,0.182,Acuña,1955,12,1
9.524,0.301,Acuña,1956,1,1
11.427,0.171,Acuña,1956,2,1
16.564,0.157,Acuña,1956,3,1
20.055,0.223,Acuña,1956,4,1
26.146,0.268,Acuña,1956,5,1
29.258,0.264,Acuña,1956,6,1
29.517,0.193,Acuña,1956,7,1
29.488,0.367,Acuña,1956,8,1
26.053,0.346,Acuña,1956,9,1
21.939,0.224,Acuña,1956,10,1
12.785,0.294,Acuña,1956,11,1
10.732,0.441,Acuña,1956,12,1
10.473,0.305,Acuña,1957,1,1
15.575,0.323,Acuña,1957,2,1
15.764,0.26,Acuña,1957,3,1
18.844,0.409,Acuña,1957,4,1
22.91,0.267,Acuña,1957,5,1
27.258,0.566,Acuña,1957,6,1
30.107,0.526,Acuña,1957,7,1
29.837,0.821,Acuña,1957,8,1
25.198,0.604,Acuña,1957,9,1
18.457,0.542,Acuña,1957,10,1
11.524,0.333,Acuña,1957,11,1
11.039,0.382,Acuña,1957,12,1
7.746,0.485,Acuña,1958,1,1
9.575,0.239,Acuña,1958,2,1
12.044,0.416,Acuña,1958,3,1
19.189,0.282,Acuña,1958,4,1
23.664,0.42,Acuña,1958,5,1
28.299,0.346,Acuña,1958,6,1
29.491,0.31,Acuña,1958,7,1
29.254,0.306,Acuña,1958,8,1
25.511,0.151,Acuña,1958,9,1
18.046,0.364,Acuña,1958,10,1
13.797,0.239,Acuña,1958,11,1
8.541,0.224,Acuña,1958,12,1
8.151,0.316,Acuña,1959,1,1
10.889,0.311,Acuña,1959,2,1
14.559,0.458,Acuña,1959,3,1
18.4,0.403,Acuña,1959,4,1
24.951,0.165,Acuña,1959,5,1
27.57,0.163,Acuña,1959,6,1
27.55,0.31,Acuña,1959,7,1
28.609,0.124,Acuña,1959,8,1
26.765,0.234,Acuña,1959,9,1
19.986,0.189,Acuña,1959,10,1
10.733,0.295,Acuña,1959,11,1
10.0,0.278,Acuña,1959,12,1
8.665,0.286,Acuña,1960,1,1
8.643,0.281,Acuña,1960,2,1
13.408,0.233,Acuña,1960,3,1
20.735,0.245,Acuña,1960,4,1
24.216,0.393,Acuña,1960,5,1
29.102,0.268,Acuña,1960,6,1
28.832,0.319,Acuña,1960,7,1
28.307,0.458,Acuña,1960,8,1
25.73,0.271,Acuña,1960,9,1
21.704,0.315,Acuña,1960,10,1
14.713,0.227,Acuña,1960,11,1
7.229,0.212,Acuña,1960,12,1
6.758,0.335,Acuña,1961,1,1
11.247,0.253,Acuña,1961,2,1
16.705,0.395,Acuña,1961,3,1
20.116,0.371,Acuña,1961,4,1
25.365,0.196,Acuña,1961,5,1
26.949,0.437,Acuña,1961,6,1
27.579,0.365,Acuña,1961,7,1
27.504,0.214,Acuña,1961,8,1
25.908,0.29,Acuña,1961,9,1
20.196,0.32,Acuña,1961,10,1
12.188,0.205,Acuña,1961,11,1
10.089,0.229,Acuña,1961,12,1
6.135,0.318,Acuña,1962,1,1
15.139,0.575,Acuña,1962,2,1
14.032,0.31,Acuña,1962,3,1
20.562,0.324,Acuña,1962,4,1
26.006,0.301,Acuña,1962,5,1
27.671,0.488,Acuña,1962,6,1
29.825,0.559,Acuña,1962,7,1
30.197,0.234,Acuña,1962,8,1
26.713,0.305,Acuña,1962,9,1
22.642,0.378,Acuña,1962,10,1
14.522,0.145,Acuña,1962,11,1
9.143,0.221,Acuña,1962,12,1
6.313,0.297,Acuña,1963,1,1
10.228,0.482,Acuña,1963,2,1
17.217,0.3,Acuña,1963,3,1
23.001,0.209,Acuña,1963,4,1
24.809,0.535,Acuña,1963,5,1
27.959,0.22,Acuña,1963,6,1
29.539,0.397,Acuña,1963,7,1
29.789,0.304,Acuña,1963,8,1
26.317,0.307,Acuña,1963,9,1
21.636,0.238,Acuña,1963,10,1
14.531,0.272,Acuña,1963,11,1
6.089,0.288,Acuña,1963,12,1
7.654,0.303,Acuña,1964,1,1
8.577,0.331,Acuña,1964,2,1
15.593,0.303,Acuña,1964,3,1
21.56,0.229,Acuña,1964,4,1
25.407,0.477,Acuña,1964,5,1
28.051,0.491,Acuña,1964,6,1
29.964,0.252,Acuña,1964,7,1
29.862,0.264,Acuña,1964,8,1
25.59,0.3,Acuña,1964,9,1
18.482,0.277,Acuña,1964,10,1
15.016,0.18,Acuña,1964,11,1
9.235,0.317,Acuña,1964,12,1
10.729,0.29,Acuña,1965,1,1
9.018,0.285,Acuña,1965,2,1
12.685,0.248,Acuña,1965,3,1
21.959,0.303,Acuña,1965,4,1
24.035,0.51,Acuña,1965,5,1
27.002,0.621,Acuña,1965,6,1
29.353,0.38,Acuña,1965,7,1
28.438,0.221,Acuña,1965,8,1
26.546,0.35,Acuña,1965,9,1
19.132,0.33,Acuña,1965,10,1
17.184,0.422,Acuña,1965,11,1
11.419,0.286,Acuña,1965,12,1
6.455,0.325,Acuña,1966,1,1
8.609,0.266,Acuña,1966,2,1
15.636,0.239,Acuña,1966,3,1
20.309,0.268,Acuña,1966,4,1
23.53,0.442,Acuña,1966,5,1
26.6,0.448,Acuña,1966,6,1
29.878,0.225,Acuña,1966,7,1
27.842,0.278,Acuña,1966,8,1
25.271,0.319,Acuña,1966,9,1
18.428,0.214,Acuña,1966,10,1
15.633,0.265,Acuña,1966,11,1
8.415,0.22,Acuña,1966,12,1
8.748,0.42,Acuña,1967,1,1
10.855,0.28,Acuña,1967,2,1
18.798,0.296,Acuña,1967,3,1
23.262,0.188,Acuña,1967,4,1
24.889,0.257,Acuña,1967,5,1
28.81,0.281,Acuña,1967,6,1
29.369,0.523,Acuña,1967,7,1
27.454,0.263,Acuña,1967,8,1
23.588,0.262,Acuña,1967,9,1
19.09,0.183,Acuña,1967,10,1
14.541,0.258,Acuña,1967,11,1
8.118,0.217,Acuña,1967,12,1
8.469,0.308,Acuña,1968,1,1
9.367,0.375,Acuña,1968,2,1
13.211,0.258,Acuña,1968,3,1
19.294,0.23,Acuña,1968,4,1
24.374,0.215,Acuña,1968,5,1
27.516,0.332,Acuña,1968,6,1
27.553,0.388,Acuña,1968,7,1
28.692,0.199,Acuña,1968,8,1
23.819,0.29,Acuña,1968,9,1
21.21,0.279,Acuña,1968,10,1
13.097,0.181,Acuña,1968,11,1
9.089,0.278,Acuña,1968,12,1
10.863,0.37,Acuña,1969,1,1
11.886,0.167,Acuña,1969,2,1
12.415,0.203,Acuña,1969,3,1
20.776,0.349,Acuña,1969,4,1
23.449,0.272,Acuña,1969,5,1
28.588,0.257,Acuña,1969,6,1
30.872,0.272,Acuña,1969,7,1
29.911,0.243,Acuña,1969,8,1
25.791,0.486,Acuña,1969,9,1
19.584,0.359,Acuña,1969,10,1
12.511,0.193,Acuña,1969,11,1
10.747,0.344,Acuña,1969,12,1
7.129,0.382,Acuña,1970,1,1
10.989,0.185,Acuña,1970,2,1
12.893,0.33,Acuña,1970,3,1
20.477,0.382,Acuña,1970,4,1
22.806,0.179,Acuña,1970,5,1
26.56,0.356,Acuña,1970,6,1
28.916,0.264,Acuña,1970,7,1
29.052,0.137,Acuña,1970,8,1
25.163,0.18,Acuña,1970,9,1
17.59,0.464,Acuña,1970,10,1
12.311,0.281,Acuña,1970,11,1
12.436,0.287,Acuña,1970,12,1
11.123,0.256,Acuña,1971,1,1
11.798,0.271,Acuña,1971,2,1
16.349,0.234,Acuña,1971,3,1
19.7,0.419,Acuña,1971,4,1
24.72,0.461,Acuña,1971,5,1
26.592,0.356,Acuña,1971,6,1
27.8,0.268,Acuña,1971,7,1
25.125,0.298,Acuña,1971,8,1
24.472,0.214,Acuña,1971,9,1
19.926,0.268,Acuña,1971,10,1
14.847,0.201,Acuña,1971,11,1
10.949,0.4,Acuña,1971,12,1
10.185,0.363,Acuña,1972,1,1
11.96,0.338,Acuña,1972,2,1
18.6,0.259,Acuña,1972,3,1
22.843,0.519,Acuña,1972,4,1
23.269,0.182,Acuña,1972,5,1
27.346,0.35,Acuña,1972,6,1
27.864,0.236,Acuña,1972,7,1
26.738,0.308,Acuña,1972,8,1
26.137,0.249,Acuña,1972,9,1
20.54,0.375,Acuña,1972,10,1
11.691,0.27,Acuña,1972,11,1
8.69,0.329,Acuña,1972,12,1
6.715,0.387,Acuña,1973,1,1
9.124,0.35,Acuña,1973,2,1
16.652,0.382,Acuña,1973,3,1
18.087,0.456,Acuña,1973,4,1
23.975,0.244,Acuña,1973,5,1
26.53,0.357,Acuña,1973,6,1
27.77,0.153,Acuña,1973,7,1
27.54,0.407,Acuña,1973,8,1
25.482,0.264,Acuña,1973,9,1
20.255,0.52,Acuña,1973,10,1
16.354,0.288,Acuña,1973,11,1
9.628,0.482,Acuña,1973,12,1
9.461,0.443,Acuña,1974,1,1
11.471,0.406,Acuña,1974,2,1
19.081,0.274,Acuña,1974,3,1
20.723,0.204,Acuña,1974,4,1
25.713,0.396,Acuña,1974,5,1
27.915,0.227,Acuña,1974,6,1
28.841,0.186,Acuña,1974,7,1
27.541,0.355,Acuña,1974,8,1
21.93,0.318,Acuña,1974,9,1
19.279,0.339,Acuña,1974,10,1
12.956,0.44,Acuña,1974,11,1
8.593,0.363,Acuña,1974,12,1
9.479,0.196,Acuña,1975,1,1
11.026,0.312,Acuña,1975,2,1
15.688,0.304,Acuña,1975,3,1
19.429,0.345,Acuña,1975,4,1
23.842,0.298,Acuña,1975,5,1
27.369,0.359,Acuña,1975,6,1
26.389,0.399,Acuña,1975,7,1
27.58,0.309,Acuña,1975,8,1
23.198,0.295,Acuña,1975,9,1
19.707,0.22,Acuña,1975,10,1
14.114,0.316,Acuña,1975,11,1
9.636,0.284,Acuña,1975,12,1
7.885,0.211,Acuña,1976,1,1
14.713,0.226,Acuña,1976,2,1
17.041,0.23,Acuña,1976,3,1
20.148,0.161,Acuña,1976,4,1
21.819,0.397,Acuña,1976,5,1
27.603,0.303,Acuña,1976,6,1
25.485,0.502,Acuña,1976,7,1
27.395,0.375,Acuña,1976,8,1
24.586,0.291,Acuña,1976,9,1
15.823,0.588,Acuña,1976,10,1
10.163,0.436,Acuña,1976,11,1
7.701,0.319,Acuña,1976,12,1
6.215,0.281,Acuña,1977,1,1
11.011,0.348,Acuña,1977,2,1
15.223,0.215,Acuña,1977,3,1
18.864,0.24,Acuña,1977,4,1
24.143,0.328,Acuña,1977,5,1
27.711,0.244,Acuña,1977,6,1
29.254,0.301,Acuña,1977,7,1
30.612,0.366,Acuña,1977,8,1
28.762,0.33,Acuña,1977,9,1
20.893,0.332,Acuña,1977,10,1
14.82,0.232,Acuña,1977,11,1
11.32,0.393,Acuña,1977,12,1
6.56,0.437,Acuña,1978,1,1
7.959,0.233,Acuña,1978,2,1
15.694,0.291,Acuña,1978,3,1
22.026,0.324,Acuña,1978,4,1
25.596,0.2,Acuña,1978,5,1
27.805,0.309,Acuña,1978,6,1
29.931,0.346,Acuña,1978,7,1
27.893,0.328,Acuña,1978,8,1
24.252,0.38,Acuña,1978,9,1
18.901,0.325,Acuña,1978,10,1
14.676,0.387,Acuña,1978,11,1
8.582,0.42,Acuña,1978,12,1
5.288,0.309,Acuña,1979,1,1
9.786,0.361,Acuña,1979,2,1
15.649,0.361,Acuña,1979,3,1
20.208,0.358,Acuña,1979,4,1
22.951,0.324,Acuña,1979,5,1
25.696,0.268,Acuña,1979,6,1
29.524,0.197,Acuña,1979,7,1
27.946,0.373,Acuña,1979,8,1
25.373,0.467,Acuña,1979,9,1
21.999,0.143,Acuña,1979,10,1
12.413,0.202,Acuña,1979,11,1
9.659,0.261,Acuña,1979,12,1
10.032,0.294,Acuña,1980,1,1
10.888,0.185,Acuña,1980,2,1
15.586,0.3,Acuña,1980,3,1
19.204,0.44,Acuña,1980,4,1
24.849,0.164,Acuña,1980,5,1
30.185,0.272,Acuña,1980,6,1
31.455,0.299,Acuña,1980,7,1
28.422,0.271,Acuña,1980,8,1
26.697,0.421,Acuña,1980,9,1
18.994,0.196,Acuña,1980,10,1
12.003,0.236,Acuña,1980,11,1
9.958,0.282,Acuña,1980,12,1
8.972,0.326,Acuña,1981,1,1
11.188,0.39,Acuña,1981,2,1
14.413,0.284,Acuña,1981,3,1
20.467,0.373,Acuña,1981,4,1
23.341,0.337,Acuña,1981,5,1
26.609,0.309,Acuña,1981,6,1
28.693,0.362,Acuña,1981,7,1
28.068,0.37,Acuña,1981,8,1
25.721,0.206,Acuña,1981,9,1
20.261,0.318,Acuña,1981,10,1
15.062,0.28,Acuña,1981,11,1
10.545,0.482,Acuña,1981,12,1
9.202,0.667,Acuña,1982,1,1
9.801,0.505,Acuña,1982,2,1
17.141,0.503,Acuña,1982,3,1
20.483,0.269,Acuña,1982,4,1
23.413,0.304,Acuña,1982,5,1
27.976,0.348,Acuña,1982,6,1
29.628,0.326,Acuña,1982,7,1
29.916,0.164,Acuña,1982,8,1
26.798,0.143,Acuña,1982,9,1
20.452,0.257,Acuña,1982,10,1
13.678,0.252,Acuña,1982,11,1
8.948,0.445,Acuña,1982,12,1
8.39,0.277,Acuña,1983,1,1
11.076,0.384,Acuña,1983,2,1
15.361,0.349,Acuña,1983,3,1
18.7,0.397,Acuña,1983,4,1
24.662,0.179,Acuña,1983,5,1
26.972,0.374,Acuña,1983,6,1
29.326,0.335,Acuña,1983,7,1
29.169,0.352,Acuña,1983,8,1
26.522,0.414,Acuña,1983,9,1
21.058,0.274,Acuña,1983,10,1
14.888,0.387,Acuña,1983,11,1
5.483,0.483,Acuña,1983,12,1
6.517,0.355,Acuña,1984,1,1
11.224,0.201,Acuña,1984,2,1
16.312,0.366,Acuña,1984,3,1
20.581,0.483,Acuña,1984,4,1
25.358,0.476,Acuña,1984,5,1
27.904,0.314,Acuña,1984,6,1
28.912,0.335,Acuña,1984,7,1
29.209,0.198,Acuña,1984,8,1
24.756,0.13,Acuña,1984,9,1
19.638,0.237,Acuña,1984,10,1
13.382,0.232,Acuña,1984,11,1
12.297,0.348,Acuña,1984,12,1
5.71,0.242,Acuña,1985,1,1
9.077,0.572,Acuña,1985,2,1
16.595,0.248,Acuña,1985,3,1
20.655,0.334,Acuña,1985,4,1
25.567,0.228,Acuña,1985,5,1
26.769,0.28,Acuña,1985,6,1
27.842,0.29,Acuña,1985,7,1
29.761,0.208,Acuña,1985,8,1
26.058,0.187,Acuña,1985,9,1
20.484,0.243,Acuña,1985,10,1
16.472,0.208,Acuña,1985,11,1
8.043,0.402,Acuña,1985,12,1
9.458,0.341,Acuña,1986,1,1
13.706,0.367,Acuña,1986,2,1
17.148,0.375,Acuña,1986,3,1
23.04,0.226,Acuña,1986,4,1
24.784,0.334,Acuña,1986,5,1
26.748,0.285,Acuña,1986,6,1
29.132,0.245,Acuña,1986,7,1
28.644,0.362,Acuña,1986,8,1
26.384,0.223,Acuña,1986,9,1
18.884,0.197,Acuña,1986,10,1
13.303,0.379,Acuña,1986,11,1
8.807,0.323,Acuña,1986,12,1
8.515,0.255,Acuña,1987,1,1
11.289,0.215,Acuña,1987,2,1
12.716,0.279,Acuña,1987,3,1
17.172,0.145,Acuña,1987,4,1
22.995,0.173,Acuña,1987,5,1
25.657,0.259,Acuña,1987,6,1
27.873,0.352,Acuña,1987,7,1
28.95,0.244,Acuña,1987,8,1
24.817,0.328,Acuña,1987,9,1
20.467,0.279,Acuña,1987,10,1
13.53,0.393,Acuña,1987,11,1
9.629,0.291,Acuña,1987,12,1
6.907,0.266,Acuña,1988,1,1
10.669,0.249,Acuña,1988,2,1
15.926,0.439,Acuña,1988,3,1
20.288,0.481,Acuña,1988,4,1
24.015,0.413,Acuña,1988,5,1
27.524,0.331,Acuña,1988,6,1
28.312,0.295,Acuña,1988,7,1
28.299,0.317,Acuña,1988,8,1
25.485,0.211,Acuña,1988,9,1
20.511,0.239,Acuña,1988,10,1
15.516,0.244,Acuña,1988,11,1
9.932,0.4,Acuña,1988,12,1
10.621,0.438,Acuña,1989,1,1
9.708,0.457,Acuña,1989,2,1
15.909,0.222,Acuña,1989,3,1
21.197,0.286,Acuña,1989,4,1
26.988,0.291,Acuña,1989,5,1
28.224,0.294,Acuña,1989,6,1
29.898,0.377,Acuña,1989,7,1
28.801,0.413,Acuña,1989,8,1
24.863,0.429,Acuña,1989,9,1
20.351,0.32,Acuña,1989,10,1
14.54,0.233,Acuña,1989,11,1
5.574,0.202,Acuña,1989,12,1
10.633,0.236,Acuña,1990,1,1
13.233,0.333,Acuña,1990,2,1
15.613,0.303,Acuña,1990,3,1
19.908,0.237,Acuña,1990,4,1
24.873,0.266,Acuña,1990,5,1
30.47,0.343,Acuña,1990,6,1
27.338,0.265,Acuña,1990,7,1
27.2,0.294,Acuña,1990,8,1
24.691,0.242,Acuña,1990,9,1
18.776,0.177,Acuña,1990,10,1
15.191,0.302,Acuña,1990,11,1
9.214,0.189,Acuña,1990,12,1
8.143,0.225,Acuña,1991,1,1
12.393,0.346,Acuña,1991,2,1
17.246,0.296,Acuña,1991,3,1
21.404,0.249,Acuña,1991,4,1
26.197,0.164,Acuña,1991,5,1
28.043,0.131,Acuña,1991,6,1
28.064,0.269,Acuña,1991,7,1
28.813,0.466,Acuña,1991,8,1
23.312,0.281,Acuña,1991,9,1
20.591,0.338,Acuña,1991,10,1
11.788,0.322,Acuña,1991,11,1
10.419,0.273,Acuña,1991,12,1
8.258,0.514,Acuña,1992,1,1
12.192,0.311,Acuña,1992,2,1
16.214,0.286,Acuña,1992,3,1
19.323,0.392,Acuña,1992,4,1
22.337,0.242,Acuña,1992,5,1
27.529,0.402,Acuña,1992,6,1
28.612,0.334,Acuña,1992,7,1
27.49,0.307,Acuña,1992,8,1
26.449,0.346,Acuña,1992,9,1
21.233,0.206,Acuña,1992,10,1
12.362,0.229,Acuña,1992,11,1
10.517,0.422,Acuña,1992,12,1
9.158,0.344,Acuña,1993,1,1
11.881,0.208,Acuña,1993,2,1
15.971,0.271,Acuña,1993,3,1
20.149,0.194,Acuña,1993,4,1
23.868,0.229,Acuña,1993,5,1
27.523,0.172,Acuña,1993,6,1
29.196,0.314,Acuña,1993,7,1
29.876,0.231,Acuña,1993,8,1
24.514,0.423,Acuña,1993,9,1
19.62,0.258,Acuña,1993,10,1
12.017,0.384,Acuña,1993,11,1
11.055,0.097,Acuña,1993,12,1
9.541,0.351,Acuña,1994,1,1
11.615,0.284,Acuña,1994,2,1
16.917,0.423,Acuña,1994,3,1
20.441,0.163,Acuña,1994,4,1
24.453,0.097,Acuña,1994,5,1
29.633,0.333,Acuña,1994,6,1
29.756,0.46,Acuña,1994,7,1
29.209,0.301,Acuña,1994,8,1
25.099,0.229,Acuña,1994,9,1
20.8,0.169,Acuña,1994,10,1
15.276,0.24,Acuña,1994,11,1
11.429,0.294,Acuña,1994,12,1
9.709,0.231,Acuña,1995,1,1
13.514,0.285,Acuña,1995,2,1
15.185,0.351,Acuña,1995,3,1
20.041,0.441,Acuña,1995,4,1
25.149,0.424,Acuña,1995,5,1
27.171,0.32,Acuña,1995,6,1
29.867,0.393,Acuña,1995,7,1
29.494,0.323,Acuña,1995,8,1
25.774,0.277,Acuña,1995,9,1
20.222,0.353,Acuña,1995,10,1
14.457,0.208,Acuña,1995,11,1
9.675,0.177,Acuña,1995,12,1
8.64,0.284,Acuña,1996,1,1
12.813,0.298,Acuña,1996,2,1
13.606,0.226,Acuña,1996,3,1
20.097,0.293,Acuña,1996,4,1
27.855,0.287,Acuña,1996,5,1
29.743,0.295,Acuña,1996,6,1
30.619,0.265,Acuña,1996,7,1
28.39,0.205,Acuña,1996,8,1
25.036,0.303,Acuña,1996,9,1
19.628,0.196,Acuña,1996,10,1
14.601,0.213,Acuña,1996,11,1
9.858,0.222,Acuña,1996,12,1
